# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_subway_b4
# Exported by: Bestari
setting:	replacespawns 0
item_box_buckshot_ttt	175.483994 -1496.300049 1.293880	0.000 0.000 0.000
item_box_buckshot_ttt	156.210007 -1492.599976 1.293880	0.000 0.000 0.000
item_box_buckshot_ttt	-876.450989 -1259.449951 49.293900	0.000 0.000 0.000
item_box_buckshot_ttt	-816.656982 -1351.719971 49.293900	0.000 0.000 0.000
item_box_buckshot_ttt	-796.687988 -711.674988 49.293900	0.000 0.000 0.000
item_box_buckshot_ttt	-1006.109985 -685.776001 1.293880	0.000 0.000 0.000
item_box_buckshot_ttt	-1745.920044 54.837601 1.293880	0.000 0.000 0.000
item_box_buckshot_ttt	-1725.680054 54.241299 1.293880	0.000 0.000 0.000
item_box_buckshot_ttt	-1749.619995 34.734200 1.293880	0.000 0.000 0.000
item_box_buckshot_ttt	-2001.369995 -1400.390015 1.293880	0.000 0.000 0.000
item_box_buckshot_ttt	-2773.510010 -1477.380005 1.293880	0.000 0.000 0.000
ttt_random_ammo	-1470.479980 124.263000 1.000600	0.000 0.000 0.000
ttt_random_ammo	-1484.979980 111.297997 1.000600	0.000 0.000 0.000
ttt_random_ammo	-1513.530029 104.886002 1.000600	0.000 0.000 0.000
ttt_random_ammo	-1365.800049 125.856003 1.000600	0.000 0.000 0.000
ttt_random_ammo	-1371.420044 -1255.550049 1.000600	0.000 0.000 0.000
ttt_random_ammo	-1408.459961 -1257.280029 1.000600	0.000 0.000 0.000
ttt_random_ammo	-1496.989990 -1264.229980 1.000600	0.000 0.000 0.000
ttt_random_ammo	-1498.739990 -1272.020020 1.000600	0.000 0.000 0.000
ttt_random_ammo	-1527.579956 -1040.750000 -14.999400	0.000 0.000 0.000
ttt_random_ammo	-1526.359985 -1063.140015 -14.999400	0.000 0.000 0.000
ttt_random_ammo	-1526.459961 -1017.119995 -14.999400	0.000 0.000 0.000
ttt_random_ammo	-2001.010010 -1144.510010 1.000600	0.000 0.000 0.000
ttt_random_ammo	-1990.680054 -1007.950012 1.000600	0.000 0.000 0.000
ttt_random_ammo	-1888.079956 -1898.540039 1.000600	0.000 0.000 0.000
ttt_random_ammo	-1367.729980 -1916.060059 1.000600	0.000 0.000 0.000
ttt_random_ammo	-1373.099976 -1908.900024 1.000600	0.000 0.000 0.000
ttt_random_ammo	-794.521545 -1874.872070 -3.596064	-0.686 -0.006 0.782
ttt_random_ammo	-802.591919 -1875.338013 -3.633452	-0.074 -0.000 0.025
ttt_random_ammo	81.630203 601.746216 0.364620	-0.071 -0.000 0.018
ttt_random_ammo	88.611481 597.462280 0.480722	1.945 0.060 2.358
ttt_random_ammo	107.991470 -2678.066650 0.394826	1.058 0.014 1.234
ttt_random_ammo	100.005623 -2678.446289 0.335243	0.046 0.000 -0.027
ttt_random_ammo	-2545.192627 -623.050842 40.895351	-0.652 0.016 -0.919
ttt_random_ammo	-2562.714600 -618.106201 40.839890	0.986 0.010 1.095
ttt_random_ammo	-2550.431152 -782.246948 64.344604	0.049 -0.000 0.019
ttt_random_ammo	-2559.777100 -778.907410 64.355446	0.057 0.000 -0.004
ttt_random_ammo	-2470.346436 -2475.265869 66.361092	0.045 0.000 -0.020
ttt_random_ammo	-2461.638916 -2474.312256 66.397484	0.234 0.001 0.230
ttt_random_ammo	-1895.334595 -2111.785400 50.301880	0.047 0.000 -0.038
ttt_random_ammo	-1905.622437 -2113.302002 50.307186	0.046 0.000 -0.036
ttt_random_ammo	-2064.403809 -1348.457275 152.320084	0.046 0.000 -0.034
ttt_random_ammo	-2055.530273 -1348.363403 152.337616	0.046 0.000 -0.025
ttt_random_ammo	-342.469604 -1062.503174 0.376191	0.135 0.000 0.102
ttt_random_ammo	-344.517303 -1079.433594 0.327867	0.047 0.000 -0.031
weapon_zm_rifle	-2386.000000 -2542.000000 64.000000	0.500 173.496 89.500
weapon_zm_rifle	-2133.850098 -1357.910034 154.957993	0.000 0.000 0.000
weapon_zm_rifle	-562.135986 -1107.839966 58.957500	0.000 0.000 0.000
weapon_zm_mac10	24.000000 592.000000 20.000000	0.000 0.000 89.500
weapon_zm_mac10	148.000000 592.000000 20.000000	0.000 0.000 89.500
weapon_zm_mac10	-2397.300049 -43.309502 5.471190	0.000 0.000 0.000
weapon_zm_mac10	-341.391998 -339.971008 5.471190	0.000 0.000 0.000
item_ammo_357_ttt	-2164.520020 -374.181000 49.275799	0.000 0.000 0.000
item_ammo_357_ttt	-2160.540039 -391.937988 49.275799	0.000 0.000 0.000
item_ammo_357_ttt	173.723999 -626.395996 1.275810	0.000 0.000 0.000
item_ammo_357_ttt	152.929001 -626.013000 1.275810	0.000 0.000 0.000
item_ammo_357_ttt	168.862000 -525.919006 1.275810	0.000 0.000 0.000
item_ammo_357_ttt	154.570999 -525.299011 1.275810	0.000 0.000 0.000
item_ammo_357_ttt	-476.016998 -330.906006 1.275810	0.000 0.000 0.000
item_ammo_357_ttt	-972.424011 -662.968994 1.275810	0.000 0.000 0.000
item_ammo_357_ttt	-981.801025 -684.252991 1.275810	0.000 0.000 0.000
item_ammo_357_ttt	-1022.229980 -661.890991 1.275810	0.000 0.000 0.000
item_ammo_357_ttt	-2002.819946 -1841.750000 1.275810	0.000 0.000 0.000
item_ammo_357_ttt	-2020.300049 -1841.349976 1.275810	0.000 0.000 0.000
item_ammo_pistol_ttt	-2478.000000 -2354.000000 62.000000	0.000 355.500 0.000
item_ammo_pistol_ttt	-2470.000000 -2354.000000 62.000000	0.000 355.500 0.000
item_ammo_pistol_ttt	-2462.000000 -2354.000000 62.000000	0.000 355.500 0.000
item_ammo_pistol_ttt	-2454.000000 -2354.000000 62.000000	0.000 355.500 0.000
item_ammo_pistol_ttt	-1996.280029 -1802.770020 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-2010.479980 -1802.060059 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-2022.439941 -1800.280029 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-1993.800049 -1377.050049 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-2007.109985 -1376.770020 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-1568.910034 -2005.890015 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-1555.839966 -2004.630005 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-1545.910034 -2006.650024 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-1299.680054 -2219.399902 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-1287.699951 -2219.979980 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-148.028000 -2225.699951 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-164.488998 -2225.050049 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-137.751999 -772.406006 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-152.994003 -767.810974 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	172.998001 -2405.300049 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	156.658997 -2403.699951 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	147.188004 -2405.139893 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-1137.469971 -951.120972 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-1124.979980 -955.388977 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-2775.219971 -1517.609985 -70.719902	0.000 0.000 0.000
item_ammo_pistol_ttt	-2786.360107 -1517.900024 -70.719902	0.000 0.000 0.000
weapon_zm_molotov	-1007.010010 -1490.719971 1.734560	0.000 0.000 0.000
weapon_zm_molotov	-1006.080017 -1501.959961 1.734560	0.000 0.000 0.000
weapon_zm_molotov	-995.453979 -1489.250000 1.734560	0.000 0.000 0.000
weapon_zm_molotov	-998.132996 -1499.890015 1.734560	0.000 0.000 0.000
weapon_ttt_confgrenade	-982.328003 -1490.060059 0.487094	0.000 0.000 0.000
weapon_ttt_confgrenade	-984.273987 -1503.739990 0.487094	0.000 0.000 0.000
weapon_ttt_confgrenade	-983.445984 -1517.609985 0.487094	0.000 0.000 0.000
weapon_ttt_confgrenade	-969.778992 -1487.530029 0.487094	0.000 0.000 0.000
weapon_ttt_confgrenade	-972.935974 -1506.410034 0.487094	0.000 0.000 0.000
weapon_ttt_confgrenade	-972.625000 -1517.280029 0.487094	0.000 0.000 0.000
weapon_ttt_confgrenade	26.646500 -1630.250000 4.487090	0.000 0.000 0.000
weapon_ttt_confgrenade	25.724701 -1619.750000 4.487090	0.000 0.000 0.000
weapon_ttt_confgrenade	37.937401 -1629.160034 4.487090	0.000 0.000 0.000
weapon_ttt_confgrenade	-2089.229980 -1105.880005 52.487099	0.000 0.000 0.000
weapon_ttt_confgrenade	-2077.689941 -1049.099976 44.487099	0.000 0.000 0.000
weapon_ttt_confgrenade	-1994.560059 -1638.770020 4.487090	0.000 0.000 0.000
weapon_ttt_confgrenade	-1534.030029 -1994.770020 4.487090	0.000 0.000 0.000
weapon_ttt_confgrenade	-2381.429932 -606.791016 4.487090	0.000 0.000 0.000
weapon_ttt_confgrenade	-2392.659912 -618.085022 4.487090	0.000 0.000 0.000
item_ammo_revolver_ttt	-2406.000000 -2344.000000 62.000000	0.000 355.500 0.000
item_ammo_revolver_ttt	-2394.000000 -2330.000000 62.000000	0.000 355.500 0.000
item_ammo_revolver_ttt	-2398.000000 -2344.000000 62.000000	0.000 355.500 0.000
item_ammo_revolver_ttt	-2390.000000 -2344.000000 62.000000	0.000 355.500 0.000
item_ammo_revolver_ttt	-2382.000000 -2344.000000 62.000000	0.000 355.500 0.000
item_ammo_revolver_ttt	-2386.000000 -2330.000000 62.000000	0.000 355.500 0.000
item_ammo_revolver_ttt	-2138.600098 -374.917999 1.275810	0.000 0.000 0.000
item_ammo_revolver_ttt	-2137.620117 -361.993988 1.275810	0.000 0.000 0.000
item_ammo_revolver_ttt	-2136.629883 -347.795990 1.275810	0.000 0.000 0.000
item_ammo_revolver_ttt	-2151.120117 -343.684998 49.275799	0.000 0.000 0.000
item_ammo_revolver_ttt	-797.974976 -1081.140015 49.275799	0.000 0.000 0.000
item_ammo_revolver_ttt	-796.843994 -1169.709961 49.275799	0.000 0.000 0.000
item_ammo_revolver_ttt	-570.778992 -1038.030029 57.275799	0.000 0.000 0.000
item_ammo_revolver_ttt	-568.333984 -1016.099976 57.275799	0.000 0.000 0.000
item_ammo_revolver_ttt	55.446800 -653.646973 1.275810	0.000 0.000 0.000
item_ammo_revolver_ttt	54.919899 -673.109009 1.275810	0.000 0.000 0.000
item_ammo_revolver_ttt	54.614498 -690.866028 1.275810	0.000 0.000 0.000
item_ammo_revolver_ttt	55.578499 -710.237976 1.275810	0.000 0.000 0.000
item_ammo_revolver_ttt	54.759701 -729.846985 1.275810	0.000 0.000 0.000
item_ammo_revolver_ttt	56.115700 -751.732971 1.275810	0.000 0.000 0.000
item_ammo_revolver_ttt	60.191601 -500.298004 1.275810	0.000 0.000 0.000
weapon_zm_shotgun	-708.502991 -1480.119995 -0.511351	0.000 0.000 0.000
weapon_zm_shotgun	156.098007 -1434.390015 3.488650	0.000 0.000 0.000
weapon_zm_shotgun	158.294006 -1460.479980 3.488650	0.000 0.000 0.000
weapon_zm_shotgun	-2429.919922 -585.262024 3.488650	0.000 0.000 0.000
weapon_zm_shotgun	-1308.939941 -2012.300049 3.488650	0.000 0.000 0.000
weapon_zm_sledge	-2460.000000 -2436.000000 64.000000	0.500 190.496 89.500
weapon_zm_sledge	160.343994 -2344.989990 4.857780	0.000 0.000 0.000
weapon_zm_sledge	-2792.020020 -2370.899902 -67.142197	0.000 0.000 0.000
weapon_zm_revolver	162.046997 -541.411011 2.997950	0.000 0.000 0.000
weapon_zm_revolver	170.143997 -605.440002 2.997950	0.000 0.000 0.000
weapon_zm_revolver	-2334.000000 -2311.199951 62.000000	0.000 0.000 0.000
weapon_zm_revolver	-2326.000000 -2310.000000 80.000000	0.000 0.000 0.000
weapon_zm_revolver	-2312.840088 -2308.830078 62.000000	0.000 0.000 0.000
weapon_zm_revolver	-2304.030029 -2310.219971 80.000000	0.000 0.000 0.000
weapon_zm_revolver	-2289.219971 -2308.330078 62.000000	0.000 0.000 0.000
weapon_zm_revolver	-1325.069946 -1994.680054 2.997950	0.000 0.000 0.000
weapon_zm_revolver	-1447.209961 -1994.439941 2.997950	0.000 0.000 0.000
weapon_zm_revolver	-2163.729980 -358.833008 50.997898	0.000 0.000 0.000
weapon_ttt_glock	-1388.030029 -2203.780029 10.931700	0.000 0.000 0.000
weapon_ttt_glock	-1786.250000 -1988.819946 2.931700	0.000 0.000 0.000
weapon_ttt_glock	-1995.729980 -1354.589966 2.931700	0.000 0.000 0.000
weapon_ttt_glock	-687.612000 -1734.260010 -1.068300	0.000 0.000 0.000
weapon_zm_pistol	-2424.000000 -2518.000000 64.000000	0.500 173.496 89.500
weapon_zm_pistol	-170.720001 -775.520996 2.723160	0.000 0.000 0.000
weapon_zm_pistol	-193.643005 89.008598 2.723160	0.000 0.000 0.000
weapon_zm_pistol	-163.822006 -2207.540039 2.723160	0.000 0.000 0.000
weapon_zm_pistol	-1391.770020 -937.190979 -13.276800	0.000 0.000 0.000
weapon_zm_pistol	-2112.270020 -1139.900024 74.723198	0.000 0.000 0.000
weapon_zm_pistol	-2113.979980 -1017.960022 74.723198	0.000 0.000 0.000
weapon_zm_pistol	-2780.580078 -1552.709961 -69.276802	0.000 0.000 0.000
