# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_old_factory
# Exported by: Bestari
setting:	replacespawns 0
ttt_random_weapon	362.665985 -1248.770020 69.983200	0.000 0.000 0.000
ttt_random_weapon	366.753998 -1224.719971 58.884102	0.000 0.000 0.000
ttt_random_weapon	293.217987 -1276.349976 45.585701	0.000 0.000 0.000
ttt_random_weapon	309.053986 -1229.619995 30.715401	0.000 0.000 0.000
ttt_random_weapon	-245.231995 -1801.469971 10.372900	0.000 0.000 0.000
ttt_random_weapon	-284.837006 -1773.859985 10.372900	0.000 0.000 0.000
ttt_random_weapon	-6.848990 -1814.650024 10.372900	0.000 0.000 0.000
ttt_random_weapon	54.974899 -1818.459961 10.372900	0.000 0.000 0.000
ttt_random_weapon	142.235992 -1554.829956 10.372900	0.000 0.000 0.000
ttt_random_weapon	139.026993 -1501.010010 10.372900	0.000 0.000 0.000
ttt_random_weapon	448.946991 -1598.489990 10.372900	0.000 0.000 0.000
ttt_random_weapon	574.997986 -1602.989990 10.372900	0.000 0.000 0.000
ttt_random_weapon	830.356995 -1591.109985 10.372900	0.000 0.000 0.000
ttt_random_weapon	829.846008 -1599.050049 10.372900	0.000 0.000 0.000
ttt_random_weapon	954.960999 -1601.290039 10.372900	0.000 0.000 0.000
ttt_random_weapon	1098.489990 -1607.650024 10.372900	0.000 0.000 0.000
ttt_random_weapon	832.283020 -1875.550049 10.372900	0.000 0.000 0.000
ttt_random_weapon	1199.589966 -1873.640015 10.372900	0.000 0.000 0.000
ttt_random_weapon	1532.530029 -1888.089966 10.372900	0.000 0.000 0.000
ttt_random_weapon	1633.750000 -1588.569946 10.372900	0.000 0.000 0.000
ttt_random_weapon	1592.709961 -1740.589966 394.372986	0.000 0.000 0.000
ttt_random_weapon	1197.630005 -1822.119995 394.372986	0.000 0.000 0.000
ttt_random_weapon	1245.369995 -1866.180054 394.372986	0.000 0.000 0.000
ttt_random_weapon	1197.050049 -1660.859985 526.372986	0.000 0.000 0.000
ttt_random_weapon	1241.890015 -1445.140015 910.372986	0.000 0.000 0.000
ttt_random_weapon	1295.209961 -1441.380005 910.372986	0.000 0.000 0.000
ttt_random_weapon	1203.599976 -1873.739990 910.372986	0.000 0.000 0.000
ttt_random_weapon	1369.680054 -1451.310059 910.372986	0.000 0.000 0.000
ttt_random_weapon	1363.119995 -1499.219971 910.372986	0.000 0.000 0.000
ttt_random_weapon	1415.930054 -1446.589966 910.372986	0.000 0.000 0.000
ttt_random_weapon	-141.699005 -1426.020020 402.372986	0.000 0.000 0.000
ttt_random_weapon	-129.621002 -1611.359985 402.372986	0.000 0.000 0.000
ttt_random_weapon	63.501499 -1427.989990 402.372986	0.000 0.000 0.000
ttt_random_weapon	43.990601 -1609.449951 402.372986	0.000 0.000 0.000
ttt_random_weapon	-33.310600 -364.779999 10.372900	0.000 0.000 0.000
ttt_random_weapon	-359.595001 360.273010 10.372900	0.000 0.000 0.000
ttt_random_weapon	-9.747990 298.868011 138.373001	0.000 0.000 0.000
ttt_random_weapon	97.766403 316.966003 138.373001	0.000 0.000 0.000
ttt_random_weapon	292.769989 33.207901 14.372900	0.000 0.000 0.000
ttt_random_weapon	347.657990 -356.667999 10.372900	0.000 0.000 0.000
ttt_random_weapon	317.595001 219.951004 266.372986	0.000 0.000 0.000
ttt_random_weapon	422.752991 347.752991 322.372986	0.000 0.000 0.000
ttt_random_weapon	-183.112000 350.188995 402.372986	0.000 0.000 0.000
ttt_random_weapon	-307.377991 335.312012 402.372986	0.000 0.000 0.000
ttt_random_weapon	472.017273 -317.216370 1.149118	2.234 -146.186 -92.622
ttt_random_weapon	919.586060 -442.705841 46.614994	1.247 7.133 -93.279
ttt_random_weapon	940.413391 -409.578522 46.618320	1.693 2.265 -92.764
ttt_random_weapon	958.965271 -441.435089 46.666397	2.462 3.614 -92.496
ttt_random_weapon	1198.633301 -422.581757 544.723938	1.605 4.362 -93.215
ttt_random_weapon	1224.064209 -1571.193726 1138.403442	1.177 4.188 -94.986
ttt_random_weapon	-131.059891 -1809.418579 35.205505	1.326 -0.043 -94.143
ttt_random_weapon	-196.717621 -1810.923828 35.170238	1.625 4.244 -93.440
ttt_random_weapon	-234.722687 -1876.003906 129.204773	1.822 4.712 -92.720
ttt_random_weapon	-327.279633 -1743.310059 129.231125	1.524 4.679 -93.402
ttt_random_weapon	-233.054611 -748.911926 1.195578	1.925 4.924 -92.483
ttt_random_weapon	870.401611 -513.306824 133.200150	1.874 4.930 -92.601
weapon_ttt_m16	355.803009 247.811005 385.000000	0.000 0.000 0.000
weapon_ttt_m16	356.899994 180.322006 385.000000	0.000 0.000 0.000
weapon_ttt_m16	250.565002 -451.292999 165.000000	0.000 0.000 0.000
weapon_ttt_m16	-225.848007 -861.757019 1.000000	0.000 0.000 0.000
weapon_ttt_m16	1224.819946 -1372.300049 1.000000	0.000 0.000 0.000
weapon_ttt_m16	-64.576103 -1532.959961 393.000000	0.000 0.000 0.000
weapon_ttt_m16	1117.500000 -437.924988 545.000000	0.000 0.000 0.000
ttt_random_ammo	1635.560059 -1607.719971 1.000600	0.000 0.000 0.000
ttt_random_ammo	1633.010010 -1647.300049 1.000600	0.000 0.000 0.000
ttt_random_ammo	1409.709961 -1667.469971 1.000600	0.000 0.000 0.000
ttt_random_ammo	1405.109985 -1647.969971 1.000600	0.000 0.000 0.000
ttt_random_ammo	1209.989990 -1865.630005 1.000600	0.000 0.000 0.000
ttt_random_ammo	1368.930054 -1801.150024 385.001007	0.000 0.000 0.000
ttt_random_ammo	1443.859985 -1804.260010 385.001007	0.000 0.000 0.000
ttt_random_ammo	1263.599976 -1606.140015 641.000977	0.000 0.000 0.000
ttt_random_ammo	1261.060059 -1493.579956 641.000977	0.000 0.000 0.000
ttt_random_ammo	1179.290039 -1569.020020 901.000977	0.000 0.000 0.000
ttt_random_ammo	1178.630005 -1535.359985 901.000977	0.000 0.000 0.000
ttt_random_ammo	1177.589966 -1496.699951 901.000977	0.000 0.000 0.000
ttt_random_ammo	1467.000000 -1892.099976 901.000977	0.000 0.000 0.000
ttt_random_ammo	1420.640015 -1893.780029 901.000977	0.000 0.000 0.000
ttt_random_ammo	1364.209961 -1893.709961 901.000977	0.000 0.000 0.000
ttt_random_ammo	1289.959961 -1895.689941 901.000977	0.000 0.000 0.000
ttt_random_ammo	-52.423401 -1639.250000 393.001007	0.000 0.000 0.000
ttt_random_ammo	-204.880005 -1505.939941 393.001007	0.000 0.000 0.000
ttt_random_ammo	107.203003 -1513.060059 393.001007	0.000 0.000 0.000
ttt_random_ammo	-54.666901 -1338.189941 393.001007	0.000 0.000 0.000
ttt_random_ammo	-296.856995 -1856.469971 168.238007	0.000 0.000 0.000
ttt_random_ammo	-335.786987 -1800.400024 168.238007	0.000 0.000 0.000
ttt_random_ammo	-318.244995 -1833.459961 208.475998	0.000 0.000 0.000
ttt_random_ammo	-310.312012 -1404.390015 154.748001	0.000 0.000 0.000
ttt_random_ammo	394.010010 -1275.800049 69.896202	0.000 0.000 0.000
ttt_random_ammo	410.438995 -1225.469971 74.907600	0.000 0.000 0.000
ttt_random_ammo	320.898010 -1219.469971 23.305700	0.000 0.000 0.000
ttt_random_ammo	-264.566986 -1176.699951 0.000580	0.000 0.000 0.000
ttt_random_ammo	192.710999 -449.041992 0.000580	0.000 0.000 0.000
ttt_random_ammo	207.130997 -453.583008 0.000580	0.000 0.000 0.000
ttt_random_ammo	922.033997 -684.021973 4.000580	0.000 0.000 0.000
ttt_random_ammo	835.547974 -683.309021 4.000580	0.000 0.000 0.000
ttt_random_ammo	879.778992 -682.757019 4.000580	0.000 0.000 0.000
ttt_random_ammo	925.870972 -746.843018 0.000580	0.000 0.000 0.000
ttt_random_ammo	876.346985 -744.135010 0.000580	0.000 0.000 0.000
ttt_random_ammo	429.044006 -288.203003 44.191299	0.000 0.000 0.000
ttt_random_ammo	434.295013 -328.708008 85.011398	0.000 0.000 0.000
ttt_random_ammo	936.526978 340.011993 0.000580	0.000 0.000 0.000
ttt_random_ammo	845.622986 337.981995 0.000580	0.000 0.000 0.000
ttt_random_ammo	375.640991 346.786987 392.001007	0.000 0.000 0.000
ttt_random_ammo	376.738007 89.782303 392.001007	0.000 0.000 0.000
ttt_random_ammo	320.385010 -165.360001 392.001007	0.000 0.000 0.000
ttt_random_ammo	186.729004 184.858002 384.001007	0.000 0.000 0.000
ttt_random_ammo	185.455002 252.968994 384.001007	0.000 0.000 0.000
ttt_random_ammo	244.442993 183.529007 384.001007	0.000 0.000 0.000
ttt_random_ammo	247.076004 245.964996 384.001007	0.000 0.000 0.000
ttt_random_ammo	39.331600 329.778992 312.001007	0.000 0.000 0.000
ttt_random_ammo	31.476700 318.088989 312.001007	0.000 0.000 0.000
ttt_random_ammo	38.379700 347.760986 312.001007	0.000 0.000 0.000
ttt_random_ammo	305.542999 236.162003 256.001007	0.000 0.000 0.000
ttt_random_ammo	306.393005 211.518997 256.001007	0.000 0.000 0.000
ttt_random_ammo	148.783005 346.171997 256.001007	0.000 0.000 0.000
ttt_random_ammo	148.791000 325.046997 256.001007	0.000 0.000 0.000
ttt_random_ammo	-284.286987 347.884003 256.001007	0.000 0.000 0.000
ttt_random_ammo	-359.015991 290.649994 256.001007	0.000 0.000 0.000
ttt_random_ammo	-316.968994 319.003998 256.001007	0.000 0.000 0.000
ttt_random_ammo	-168.914001 342.679993 128.001007	0.000 0.000 0.000
ttt_random_ammo	-134.503998 338.856995 128.001007	0.000 0.000 0.000
ttt_random_ammo	219.684006 364.683014 128.001007	0.000 0.000 0.000
ttt_random_ammo	260.484985 365.617004 128.001007	0.000 0.000 0.000
ttt_random_ammo	346.346008 -261.316986 0.000580	0.000 0.000 0.000
ttt_random_ammo	276.234009 -349.192993 0.000580	0.000 0.000 0.000
ttt_random_ammo	357.316986 -301.117004 45.563099	0.000 0.000 0.000
ttt_random_ammo	-335.851013 -673.844971 46.281799	0.000 0.000 0.000
ttt_random_ammo	826.846008 -1609.089966 0.000580	0.000 0.000 0.000
ttt_random_ammo	842.943970 -1616.390015 0.000580	0.000 0.000 0.000
ttt_random_ammo	828.216003 -1624.920044 0.000580	0.000 0.000 0.000
ttt_random_ammo	830.362000 -1559.699951 0.000580	0.000 0.000 0.000
ttt_random_ammo	814.885986 -1566.060059 0.000580	0.000 0.000 0.000
ttt_random_ammo	835.682007 -1569.040039 0.000580	0.000 0.000 0.000
ttt_random_ammo	961.893982 -1568.469971 0.000580	0.000 0.000 0.000
ttt_random_ammo	962.286011 -1624.959961 0.000580	0.000 0.000 0.000
ttt_random_ammo	1112.229980 -1573.390015 0.000580	0.000 0.000 0.000
ttt_random_ammo	1107.270020 -1610.750000 0.000580	0.000 0.000 0.000
ttt_random_ammo	1017.539978 -1636.170044 96.000603	0.000 0.000 0.000
ttt_random_ammo	1028.979980 -1643.199951 96.000603	0.000 0.000 0.000
ttt_random_ammo	1044.390015 -1557.469971 96.000603	0.000 0.000 0.000
ttt_random_ammo	1204.900024 -1494.939941 0.000580	0.000 0.000 0.000
ttt_random_ammo	1202.959961 -1520.510010 0.000580	0.000 0.000 0.000
ttt_random_ammo	1254.390015 -1479.979980 4.000580	0.000 0.000 0.000
ttt_random_ammo	464.972839 -307.665741 0.342316	0.048 -0.000 0.021
ttt_random_ammo	924.893677 -451.434937 45.840378	-0.222 -0.069 0.226
ttt_random_ammo	948.766968 -416.853149 45.831852	-0.459 -0.029 -0.176
ttt_random_ammo	967.365723 -456.649170 45.905457	0.226 0.714 0.074
ttt_random_ammo	1194.415405 -409.769653 543.879822	0.740 0.005 0.644
ttt_random_ammo	1204.647217 -409.519379 543.931335	1.107 0.024 1.217
ttt_random_ammo	1185.005005 -409.043121 543.859314	-0.227 0.000 -0.045
ttt_random_ammo	1227.960571 -1561.872559 1137.529175	0.090 0.000 0.044
ttt_random_ammo	1221.976807 -1553.887939 1137.485352	0.046 -0.000 0.032
ttt_random_ammo	1219.105103 -1562.026245 1137.544067	0.241 0.001 0.235
ttt_random_ammo	-172.850891 -1801.896851 34.407772	-0.013 0.016 -0.257
ttt_random_ammo	-120.100845 -1801.979858 34.420582	0.005 4.116 -0.257
ttt_random_ammo	-238.521027 -1884.806396 128.361542	0.067 0.000 0.012
ttt_random_ammo	1067.925659 -473.295776 64.396606	0.006 -0.075 -0.164
ttt_random_ammo	1805.970215 228.098587 260.351166	0.050 0.000 -0.012
ttt_random_ammo	1798.814941 227.809006 260.469818	1.364 0.013 -2.003
ttt_random_ammo	1694.937134 211.404526 260.482239	1.735 -0.109 2.103
ttt_random_ammo	1692.168579 202.703033 260.370941	0.095 0.000 0.052
weapon_zm_rifle	-364.939148 -174.027054 391.087799	3.687 13.283 64.805
weapon_zm_rifle	1720.569702 234.609833 259.201782	3.318 15.408 65.395
item_ammo_357_ttt	-368.532837 -163.886963 392.330353	0.450 0.068 0.056
item_ammo_357_ttt	-359.015869 -165.246414 392.342468	0.452 0.061 0.051
item_ammo_357_ttt	-378.838898 -164.018875 392.336548	0.451 0.064 0.054
item_ammo_357_ttt	1745.540161 222.809097 260.335114	0.464 0.067 0.049
item_ammo_357_ttt	1761.902222 226.217102 260.346832	0.465 0.064 0.045
weapon_ttt_confgrenade	577.164978 -1867.650024 1.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	579.747986 -1808.890015 1.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	1020.609985 -1824.640015 97.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	886.831970 -1611.640015 25.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	1224.459961 -1812.599976 385.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	1263.400024 -1812.089966 385.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	1211.770020 -1520.000000 641.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	1217.650024 -1624.380005 641.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	1192.699951 -1738.439941 517.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	1177.640015 -1437.680054 901.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	-345.674011 -1869.239990 393.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	-365.230011 -1871.699951 129.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	1865.079956 -1310.119995 1.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	1858.619995 -533.632019 1.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	1594.599976 13.952100 133.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	1405.180054 343.636993 43.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	1408.219971 290.061005 43.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	427.007996 291.751007 123.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	-332.183990 349.467987 393.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	-223.688995 344.419006 393.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	-117.980003 348.476990 393.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	171.998001 353.811005 257.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	83.653503 333.032990 257.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	-230.425003 -772.562012 1.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	878.747009 -499.550995 5.000000	0.000 0.000 0.000
