# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_lumbridge_a4
# Exported by: Bestari
setting:	replacespawns 0
ttt_random_weapon	147.818161 -338.374908 65.241402	1.407 6.592 -93.669
ttt_random_weapon	-24.882622 743.004150 269.409149	66.004 81.292 71.437
ttt_random_weapon	155.451889 481.339874 297.172699	2.134 5.695 -92.192
ttt_random_weapon	198.601868 486.965759 297.183319	2.022 5.704 -92.423
ttt_random_weapon	608.366699 923.725708 113.179688	1.999 4.859 -92.193
ttt_random_weapon	-624.883789 932.167480 113.140800	2.538 6.098 -91.076
ttt_random_weapon	-984.528442 -501.230011 141.212555	0.964 -0.959 -93.804
ttt_random_weapon	-956.145752 -613.379272 275.210144	1.749 3.960 -92.931
ttt_random_weapon	-1251.159790 -869.990112 131.150375	1.420 -1.062 -94.381
ttt_random_weapon	-417.414215 -1336.397583 117.377876	12.007 -1.102 -7.565
ttt_random_weapon	-528.773926 -1113.257568 116.939934	14.377 14.722 89.123
ttt_random_weapon	389.312469 -1341.225220 81.036400	1.412 5.999 -91.136
ttt_random_weapon	1540.282959 -1207.472412 33.209972	1.739 5.716 -93.006
ttt_random_weapon	1900.563843 -77.596451 142.171265	7.815 -47.102 -100.760
ttt_random_weapon	1831.077393 568.274841 201.239975	1.273 5.307 -94.399
ttt_random_weapon	1825.894897 581.142822 201.740189	-2.113 4.548 85.360
ttt_random_weapon	1811.346680 585.697693 201.125687	2.021 2.750 -91.817
ttt_random_weapon	1040.415039 -414.308289 93.747246	-2.048 138.602 85.454
ttt_random_weapon	1137.073730 -392.808441 65.735031	-1.977 161.623 85.566
ttt_random_weapon	1566.252197 582.929138 202.195328	1.928 4.718 -92.476
ttt_random_weapon	2205.544678 -2091.943848 86.233459	5.101 2.153 -89.170
ttt_random_weapon	2017.138794 -1249.073486 -3.631105	3.650 10.844 -95.733
item_ammo_smg1_ttt	-1319.099976 -846.619019 90.903503	0.000 285.000 0.000
item_ammo_smg1_ttt	-1314.959961 -862.073975 90.903503	0.000 285.000 0.000
item_ammo_smg1_ttt	-362.286011 884.617004 153.501007	0.000 225.000 0.000
item_ammo_smg1_ttt	-373.600006 873.304016 153.501007	0.000 225.000 0.000
item_ammo_smg1_ttt	193.220993 886.318970 180.751007	0.000 174.500 0.000
item_ammo_smg1_ttt	170.832993 886.507996 180.751007	0.000 278.500 0.000
item_ammo_smg1_ttt	-169.291000 748.445007 421.001007	0.000 165.000 0.000
item_ammo_smg1_ttt	-184.746002 752.585999 421.001007	0.000 165.000 0.000
item_ammo_smg1_ttt	-448.000000 888.000000 116.750999	0.000 180.000 0.000
item_ammo_smg1_ttt	-464.000000 888.000000 116.750999	0.000 180.000 0.000
item_ammo_smg1_ttt	1276.680054 -519.383972 92.344704	0.000 45.000 0.000
item_ammo_smg1_ttt	1265.369995 -530.697998 92.344704	0.000 45.000 0.000
item_ammo_smg1_ttt	-26.629999 417.302002 276.345001	0.000 45.000 0.000
item_ammo_smg1_ttt	-15.319900 428.615997 276.345001	0.000 45.000 0.000
item_ammo_smg1_ttt	1700.000000 772.000000 232.751007	0.000 180.000 0.000
item_ammo_smg1_ttt	1716.000000 772.000000 232.751007	0.000 180.000 0.000
item_ammo_smg1_ttt	2168.000000 -20.000000 144.751007	0.000 90.000 0.000
item_ammo_smg1_ttt	2168.000000 -4.000000 144.751007	0.000 90.000 0.000
item_ammo_smg1_ttt	373.289001 430.194000 -39.655300	0.000 270.500 0.000
item_ammo_smg1_ttt	373.428009 414.195007 -39.655300	0.000 270.500 0.000
item_ammo_smg1_ttt	-36.691101 550.752991 4.654130	0.000 83.500 0.000
item_ammo_smg1_ttt	10.000000 552.000000 -79.655296	0.000 180.000 0.000
item_ammo_smg1_ttt	1418.000000 -1564.000000 41.038502	0.000 0.000 0.000
item_ammo_smg1_ttt	1418.000000 -1542.000000 41.038502	0.000 0.000 0.000
item_ammo_smg1_ttt	-24.000000 600.000000 -75.248802	0.000 90.000 0.000
item_ammo_smg1_ttt	-24.000000 584.000000 -75.248802	0.000 90.000 0.000
item_ammo_smg1_ttt	-816.000000 -1356.000000 100.750999	0.000 270.000 0.000
item_ammo_smg1_ttt	-816.000000 -1372.000000 100.750999	0.000 270.000 0.000
item_ammo_smg1_ttt	-850.544983 -308.817993 68.751198	0.000 165.000 0.000
item_ammo_smg1_ttt	-866.000000 -306.000000 68.751198	0.000 165.000 0.000
item_ammo_smg1_ttt	-93.183502 661.210999 252.345001	0.000 83.500 0.000
item_ammo_smg1_ttt	-92.429100 644.887024 252.345001	0.000 83.500 0.000
weapon_ttt_m16	-611.232971 -432.217010 90.742104	0.000 189.500 90.000
weapon_ttt_m16	-1244.000000 -602.471008 69.682800	0.000 270.000 90.000
weapon_ttt_m16	-636.000000 -1214.469971 144.682999	0.000 270.000 90.000
weapon_ttt_m16	1644.000000 672.000000 112.682999	0.000 0.000 90.000
weapon_ttt_m16	-11.006600 399.677002 -45.067200	0.000 258.500 90.000
weapon_ttt_m16	-90.000000 606.000000 424.683014	0.000 341.500 90.000
weapon_ttt_m16	-787.232971 -376.217010 228.992004	0.000 189.500 90.000
weapon_ttt_m16	1900.000000 -394.000000 142.000000	0.000 330.000 90.000
weapon_ttt_m16	1644.000000 656.000000 112.682999	0.000 0.000 90.000
weapon_ttt_m16	1644.000000 640.000000 112.682999	0.000 0.000 90.000
weapon_ttt_m16	1486.150024 751.481995 240.682999	0.000 154.000 90.000
weapon_ttt_m16	205.940002 887.051025 328.683014	0.000 168.500 90.000
weapon_ttt_m16	252.000000 660.000000 160.000000	0.000 300.000 90.000
weapon_ttt_m16	1638.469971 -1462.000000 36.682899	0.000 0.000 90.000
weapon_ttt_m16	352.319000 276.510986 -41.067200	0.000 348.500 90.000
weapon_ttt_m16	-206.000000 108.511002 -75.317200	0.000 348.500 90.000
weapon_ttt_m16	-534.000000 -1400.000000 100.682999	0.000 0.000 90.000
item_box_buckshot_ttt	-848.000000 -424.000000 110.002998	0.000 0.000 0.000
item_box_buckshot_ttt	-864.000000 -424.000000 110.002998	0.000 0.000 0.000
item_box_buckshot_ttt	-880.000000 -424.000000 110.002998	0.000 0.000 0.000
item_box_buckshot_ttt	-368.424011 552.880005 146.294006	0.000 285.000 0.000
item_box_buckshot_ttt	-372.565002 568.333984 146.294006	0.000 285.000 0.000
item_box_buckshot_ttt	-376.705994 583.789001 146.294006	0.000 285.000 0.000
item_box_buckshot_ttt	-345.912994 425.459991 248.294006	0.000 315.000 0.000
item_box_buckshot_ttt	-357.226013 436.773987 248.294006	0.000 315.000 0.000
item_box_buckshot_ttt	-368.540009 448.087006 248.294006	0.000 315.000 0.000
item_box_buckshot_ttt	364.000000 640.000000 248.294006	0.000 90.000 0.000
item_box_buckshot_ttt	364.000000 624.000000 248.294006	0.000 90.000 0.000
item_box_buckshot_ttt	364.000000 608.000000 248.294006	0.000 90.000 0.000
item_box_buckshot_ttt	1380.000000 692.000000 136.294006	0.000 0.000 0.000
item_box_buckshot_ttt	1388.000000 712.000000 136.294006	0.000 298.000 0.000
item_box_buckshot_ttt	1368.000000 708.000000 136.294006	0.000 168.500 0.000
item_box_buckshot_ttt	1368.000000 724.000000 136.294006	0.000 241.500 0.000
item_box_buckshot_ttt	1399.829956 732.452026 64.293900	0.000 27.000 0.000
item_box_buckshot_ttt	1376.000000 740.000000 64.293900	0.000 233.000 0.000
item_box_buckshot_ttt	1530.630005 784.338989 96.000000	0.000 211.500 0.000
item_box_buckshot_ttt	1546.359985 784.901978 96.000000	0.000 270.500 0.000
item_box_buckshot_ttt	270.802002 668.661987 -13.706100	0.000 83.500 0.000
item_box_buckshot_ttt	270.809998 649.999023 -14.000000	0.000 173.500 0.000
item_box_buckshot_ttt	270.811005 635.999023 -14.000000	0.000 188.500 0.000
item_box_buckshot_ttt	259.437988 617.145020 -79.706100	0.000 266.500 0.000
item_box_buckshot_ttt	273.419006 617.879028 -79.706100	0.000 281.500 0.000
item_box_buckshot_ttt	-260.000000 660.000000 112.293999	0.000 55.500 0.000
item_box_buckshot_ttt	-248.000000 678.000000 112.293999	0.000 334.500 0.000
item_box_buckshot_ttt	-236.000000 644.000000 112.293999	0.000 97.000 0.000
item_box_buckshot_ttt	200.000000 192.000000 -43.206100	0.000 288.500 0.000
item_box_buckshot_ttt	184.000000 216.000000 -43.206100	0.000 335.500 0.000
item_box_buckshot_ttt	216.000000 216.000000 -43.206100	0.000 248.500 0.000
item_box_buckshot_ttt	1481.250000 -1279.050049 53.293900	0.000 45.000 0.000
item_box_buckshot_ttt	1456.449951 -1298.520020 53.293900	0.000 345.000 0.000
item_box_buckshot_ttt	1475.390015 -1303.959961 74.293900	0.000 81.500 0.000
item_box_buckshot_ttt	-1512.000000 -1648.000000 64.293900	0.000 270.000 0.000
item_box_buckshot_ttt	-1520.000000 -1544.000000 64.293900	0.000 270.000 0.000
item_box_buckshot_ttt	-1504.000000 -1544.000000 64.293900	0.000 270.000 0.000
item_box_buckshot_ttt	-434.000000 -1074.000000 96.293900	0.000 322.000 0.000
item_box_buckshot_ttt	-426.000000 -1102.000000 96.293900	0.000 173.000 0.000
item_box_buckshot_ttt	-432.000000 -1150.000000 96.293900	0.000 155.500 0.000
ttt_random_ammo	-320.000000 898.000000 194.001007	0.000 180.000 0.000
ttt_random_ammo	-302.000000 894.000000 194.001007	0.000 219.500 0.000
ttt_random_ammo	-304.778992 894.580994 146.001007	0.000 180.000 0.000
ttt_random_ammo	-250.000000 478.000000 190.001007	0.000 180.000 0.000
ttt_random_ammo	-276.000000 480.000000 190.001007	0.000 196.000 0.000
ttt_random_ammo	-93.448402 549.536987 2.000600	0.000 180.000 0.000
ttt_random_ammo	-131.000000 551.000000 2.000600	0.000 216.000 0.000
ttt_random_ammo	184.000000 444.000000 -45.749401	0.000 221.000 0.000
ttt_random_ammo	208.000000 420.000000 -45.749401	0.000 116.500 0.000
ttt_random_ammo	382.000000 500.000000 16.000601	0.000 285.000 0.000
ttt_random_ammo	382.000000 442.000000 16.000601	0.000 261.500 0.000
ttt_random_ammo	32.727501 265.319000 -79.999397	0.000 172.000 0.000
ttt_random_ammo	38.000000 232.000000 -79.999397	0.000 74.000 0.000
ttt_random_ammo	28.044100 206.227005 -79.999397	0.000 152.500 0.000
ttt_random_ammo	-989.046997 -520.270996 140.001007	0.000 287.500 0.000
ttt_random_ammo	-988.000000 -476.000000 140.001007	0.000 168.000 0.000
ttt_random_ammo	-988.000000 -448.000000 140.001007	0.000 192.000 0.000
ttt_random_ammo	-990.000000 -636.000000 146.001007	0.000 278.000 0.000
ttt_random_ammo	-962.268005 -632.081970 274.001007	0.000 221.000 0.000
ttt_random_ammo	-973.577026 -612.280029 274.001007	0.000 266.000 0.000
ttt_random_ammo	-1196.000000 -870.000000 146.001007	0.000 221.000 0.000
ttt_random_ammo	-1246.000000 -874.000000 146.001007	0.000 168.500 0.000
ttt_random_ammo	270.365814 661.211304 -27.095179	-0.240 3.343 -89.873
ttt_random_ammo	275.616425 633.025818 -27.071375	-2.238 -0.686 -90.008
ttt_random_ammo	264.517334 660.281921 -26.951660	-0.988 28.896 90.590
ttt_random_ammo	19.039467 568.429443 -37.383781	-0.058 -0.145 -0.116
ttt_random_ammo	35.152802 605.088562 -79.653183	0.050 0.000 -0.017
ttt_random_ammo	229.819702 207.103638 -43.262585	-0.036 -1.564 -0.053
ttt_random_ammo	234.863876 202.186417 -43.265949	-0.290 2.024 -0.398
ttt_random_ammo	247.688843 191.772186 -43.412842	0.043 -0.000 -0.035
ttt_random_ammo	193.829163 642.419250 160.874039	0.046 7.656 -0.020
ttt_random_ammo	202.882416 653.333130 164.138596	1.681 3.338 2.031
ttt_random_ammo	-87.474533 541.018066 149.098846	-0.040 0.000 0.034
ttt_random_ammo	-95.357384 538.779236 149.089737	-0.043 0.000 0.036
ttt_random_ammo	-379.825439 468.111877 384.393677	-0.368 -0.002 0.391
ttt_random_ammo	-376.214813 456.475922 384.378326	-0.135 -0.000 0.103
ttt_random_ammo	-612.682922 885.041931 394.357513	0.059 -0.000 -0.000
ttt_random_ammo	-603.576843 885.443420 394.391510	0.632 -0.005 -0.714
ttt_random_ammo	616.194214 877.124390 394.370941	0.099 -0.000 -0.056
ttt_random_ammo	603.140869 877.486511 394.335266	0.047 -0.000 0.027
ttt_random_ammo	366.960968 455.952271 384.333557	-0.046 -0.000 -0.028
ttt_random_ammo	357.324768 453.445496 384.384003	-0.192 -0.001 0.174
ttt_random_ammo	107.580299 772.006653 384.353363	0.054 0.000 -0.008
ttt_random_ammo	118.005447 771.651672 384.372772	0.109 0.000 0.069
ttt_random_ammo	-548.895203 541.088501 284.426666	1.289 0.031 1.542
ttt_random_ammo	-557.037292 535.150818 284.353302	0.054 0.000 -0.008
ttt_random_ammo	557.923828 695.682922 284.374451	0.119 0.000 0.083
ttt_random_ammo	543.824036 697.508057 284.332764	0.046 0.000 -0.028
ttt_random_ammo	20.849146 249.141296 248.414490	-1.246 -0.019 1.463
ttt_random_ammo	9.208675 249.387726 248.376404	-0.122 -0.000 0.086
ttt_random_ammo	14.697598 254.171509 248.392593	-0.703 -0.002 0.365
ttt_random_ammo	166.347778 -284.704803 288.357513	0.060 0.000 0.001
ttt_random_ammo	183.020569 -282.656433 288.460999	0.707 0.022 0.853
ttt_random_ammo	-162.521484 -298.360168 288.479065	1.685 -0.018 -2.089
ttt_random_ammo	-145.538147 -277.424072 288.387817	0.025 0.037 -0.152
ttt_random_ammo	-142.326584 -333.707764 64.359436	0.034 0.000 0.044
ttt_random_ammo	-160.228363 -340.036102 64.390373	0.633 0.006 0.769
ttt_random_ammo	128.692780 -357.274292 64.335175	0.006 0.000 0.010
ttt_random_ammo	154.321320 -352.289063 64.357407	0.029 0.000 0.038
ttt_random_ammo	115.994095 435.733826 248.495010	-0.000 -0.031 0.000
ttt_random_ammo	154.046616 466.118042 296.363281	0.058 0.000 0.002
ttt_random_ammo	165.470383 466.212128 296.353058	0.048 0.000 -0.015
ttt_random_ammo	190.288300 495.450104 296.363281	0.058 0.000 0.002
ttt_random_ammo	196.593735 500.021027 296.465668	0.799 -0.064 0.374
ttt_random_ammo	599.345032 949.596863 112.351204	0.053 0.000 -0.011
ttt_random_ammo	580.759521 940.113464 112.342300	0.048 0.000 -0.021
ttt_random_ammo	-611.299561 908.996399 115.601608	-88.554 -110.331 89.939
ttt_random_ammo	-620.273743 946.141907 112.367310	0.082 0.000 0.034
ttt_random_ammo	-408.284210 -1318.961670 113.946800	36.661 -1.529 -0.368
ttt_random_ammo	-406.967926 -1356.639404 112.919128	26.728 0.897 0.562
ttt_random_ammo	-518.836914 -1084.729980 112.879204	25.998 0.429 0.727
ttt_random_ammo	-519.059509 -1131.388306 112.976196	27.352 0.758 0.293
ttt_random_ammo	385.116425 -1325.250977 80.381851	-0.171 -0.001 0.209
ttt_random_ammo	398.956055 -1322.455688 80.353600	-0.022 -0.000 0.029
ttt_random_ammo	1534.002930 -1193.169800 32.335178	0.045 0.000 -0.026
ttt_random_ammo	1546.526367 -1194.697632 32.392338	0.593 0.005 0.669
ttt_random_ammo	1884.464478 -84.694260 141.298279	0.170 0.048 0.517
ttt_random_ammo	1892.607544 -89.966858 141.357239	0.051 0.000 -0.011
ttt_random_ammo	1845.371216 558.853455 200.385040	-0.337 0.062 -0.558
ttt_random_ammo	1805.649658 576.950195 203.682220	-89.037 -103.605 138.329
ttt_random_ammo	1042.432373 -390.223938 92.318146	-0.047 -0.000 -0.035
ttt_random_ammo	1050.892090 -413.617340 92.479164	0.915 0.006 0.878
ttt_random_ammo	1573.725342 601.460632 201.347626	-0.050 -0.000 -0.017
ttt_random_ammo	1587.100586 596.615112 201.340744	-0.048 -0.000 -0.023
ttt_random_ammo	2238.534424 -2105.022705 83.375465	1.063 0.924 5.003
ttt_random_ammo	2216.640381 -2102.029541 83.941261	-0.596 -0.928 8.389
ttt_random_ammo	1999.250977 -1246.314453 -0.829239	-85.107 76.438 -102.153
ttt_random_ammo	2001.040894 -1239.492065 -4.531653	0.934 -1.069 -5.211
weapon_zm_rifle	-706.903015 -592.700989 147.315994	0.000 258.500 90.000
weapon_zm_rifle	-985.609985 -471.115997 110.897003	-45.000 90.000 180.000
weapon_zm_rifle	1575.650024 593.268982 243.315994	0.000 31.500 90.000
weapon_zm_rifle	-258.000000 892.000000 327.316010	0.000 8.500 90.000
weapon_zm_rifle	76.000000 416.000000 387.316010	0.000 0.000 90.000
weapon_zm_rifle	-100.000000 416.000000 387.316010	0.000 0.000 90.000
weapon_zm_rifle	-921.268982 -488.346008 245.315994	0.000 121.500 90.000
weapon_zm_rifle	132.000000 662.000000 156.000000	0.000 345.000 90.000
weapon_zm_rifle	-1243.920044 -491.843994 112.316002	0.000 180.000 90.000
weapon_zm_rifle	382.000000 308.000000 17.957500	0.000 90.000 90.000
weapon_zm_rifle	2184.000000 -116.000000 148.000000	-90.000 90.000 0.000
weapon_zm_rifle	2006.000000 -438.000000 148.000000	-90.000 0.000 0.000
weapon_zm_rifle	-297.652008 -1116.000000 117.989998	0.000 90.000 116.000
weapon_zm_mac10	-1295.920044 -840.408020 90.623596	0.000 285.000 90.000
weapon_zm_mac10	-345.315002 867.646973 153.220993	0.000 225.000 90.000
weapon_zm_mac10	232.000000 878.000000 180.470993	0.000 148.000 90.000
weapon_zm_mac10	-175.503006 725.262024 420.721008	0.000 165.000 90.000
weapon_zm_mac10	-448.000000 864.000000 116.471001	0.000 180.000 90.000
weapon_zm_mac10	1250.439941 -520.950012 96.000000	0.000 75.000 90.000
weapon_zm_mac10	-41.560101 427.049988 280.000000	0.000 75.000 90.000
weapon_zm_mac10	1716.000000 748.000000 232.470993	0.000 180.000 90.000
weapon_zm_mac10	2144.000000 -20.000000 144.470993	0.000 90.000 90.000
weapon_zm_mac10	376.000000 476.000000 -47.528801	0.000 225.000 90.000
weapon_zm_mac10	-10.000000 555.788025 6.471190	0.000 255.000 90.000
weapon_zm_mac10	1422.000000 -1512.000000 40.758499	0.000 255.000 90.000
weapon_zm_mac10	-48.000000 584.000000 -75.528801	0.000 90.000 90.000
weapon_zm_mac10	-792.000000 -1356.000000 100.471001	0.000 270.000 90.000
weapon_zm_mac10	-878.000000 -302.000000 68.471199	0.000 210.000 90.000
weapon_zm_mac10	-88.000000 660.000000 268.000000	0.000 255.000 90.000
item_ammo_357_ttt	-720.000000 -648.000000 144.276001	0.000 270.000 0.000
item_ammo_357_ttt	-720.000000 -632.000000 144.276001	0.000 270.000 0.000
item_ammo_357_ttt	-720.000000 -560.000000 144.276001	0.000 270.000 0.000
item_ammo_357_ttt	-720.000000 -576.000000 144.276001	0.000 270.000 0.000
item_ammo_357_ttt	-989.244019 -486.467010 100.276001	0.000 0.000 0.000
item_ammo_357_ttt	-982.026978 -482.625000 100.276001	0.000 173.000 0.000
item_ammo_357_ttt	1615.589966 582.026978 240.276001	0.000 12.000 0.000
item_ammo_357_ttt	1599.939941 578.700012 240.276001	0.000 12.000 0.000
item_ammo_357_ttt	-194.000000 892.000000 324.276001	0.000 0.000 0.000
item_ammo_357_ttt	-210.000000 892.000000 324.276001	0.000 0.000 0.000
item_ammo_357_ttt	0.000000 392.000000 412.000000	0.000 0.000 0.000
item_ammo_357_ttt	56.000000 392.000000 412.000000	0.000 0.000 0.000
item_ammo_357_ttt	-56.000000 392.000000 412.000000	0.000 0.000 0.000
item_ammo_357_ttt	-112.000000 392.000000 412.000000	0.000 0.000 0.000
item_ammo_357_ttt	-906.700012 -464.062012 242.276001	0.000 102.000 0.000
item_ammo_357_ttt	-910.026978 -448.411011 242.276001	0.000 102.000 0.000
item_ammo_357_ttt	198.000000 692.000000 136.000000	0.000 225.000 0.000
item_ammo_357_ttt	140.000000 692.140991 134.000000	0.000 345.000 0.000
item_ammo_357_ttt	-1259.920044 -467.843994 109.276001	0.000 180.000 0.000
item_ammo_357_ttt	-1243.920044 -467.843994 109.276001	0.000 180.000 0.000
item_ammo_357_ttt	382.000000 348.000000 16.275801	0.000 345.000 0.000
item_ammo_357_ttt	382.000000 370.000000 16.275801	0.000 237.500 0.000
item_ammo_357_ttt	-324.000000 -1094.000000 96.275803	0.000 0.000 0.000
item_ammo_357_ttt	-324.000000 -1130.000000 96.275803	0.000 0.000 0.000
item_ammo_pistol_ttt	-611.340027 -413.682007 91.022003	0.000 180.000 0.000
item_ammo_pistol_ttt	-635.340027 -413.682007 91.022003	0.000 180.000 0.000
item_ammo_pistol_ttt	-623.340027 -413.682007 91.022003	0.000 180.000 0.000
item_ammo_pistol_ttt	-1264.000000 -600.000000 69.962799	0.000 270.000 0.000
item_ammo_pistol_ttt	-1264.000000 -624.000000 69.962799	0.000 270.000 0.000
item_ammo_pistol_ttt	-1264.000000 -612.000000 69.962799	0.000 270.000 0.000
item_ammo_pistol_ttt	-656.000000 -1212.000000 144.962997	0.000 270.000 0.000
item_ammo_pistol_ttt	-656.000000 -1236.000000 144.962997	0.000 270.000 0.000
item_ammo_pistol_ttt	-656.000000 -1224.000000 144.962997	0.000 270.000 0.000
item_ammo_pistol_ttt	-41.729401 391.178009 -44.787201	0.000 285.000 0.000
item_ammo_pistol_ttt	-35.517700 367.996002 -44.787201	0.000 285.000 0.000
item_ammo_pistol_ttt	-38.623501 379.587006 -44.787201	0.000 285.000 0.000
item_ammo_pistol_ttt	-787.340027 -357.682007 229.272003	0.000 180.000 0.000
item_ammo_pistol_ttt	-811.340027 -357.682007 229.272003	0.000 180.000 0.000
item_ammo_pistol_ttt	-799.340027 -357.682007 229.272003	0.000 180.000 0.000
item_ammo_pistol_ttt	1668.000000 688.000000 64.280197	0.000 0.000 0.000
item_ammo_pistol_ttt	1656.000000 688.000000 64.280197	0.000 0.000 0.000
item_ammo_pistol_ttt	1644.000000 688.000000 64.280197	0.000 0.000 0.000
item_ammo_pistol_ttt	1632.000000 688.000000 64.280197	0.000 0.000 0.000
item_ammo_pistol_ttt	1620.000000 688.000000 64.280197	0.000 0.000 0.000
item_ammo_pistol_ttt	1608.000000 688.000000 64.280197	0.000 0.000 0.000
item_ammo_pistol_ttt	1596.000000 688.000000 64.280197	0.000 0.000 0.000
item_ammo_pistol_ttt	1584.000000 688.000000 64.280197	0.000 0.000 0.000
item_ammo_pistol_ttt	1572.000000 688.000000 64.280197	0.000 0.000 0.000
item_ammo_pistol_ttt	1527.439941 765.062012 272.279999	0.000 184.500 0.000
item_ammo_pistol_ttt	1539.400024 766.002991 272.279999	0.000 184.500 0.000
item_ammo_pistol_ttt	1551.369995 766.945007 272.279999	0.000 184.500 0.000
item_ammo_pistol_ttt	1584.000000 412.000000 64.280197	0.000 0.000 0.000
item_ammo_pistol_ttt	1596.000000 412.000000 64.280197	0.000 0.000 0.000
item_ammo_pistol_ttt	1608.000000 412.000000 64.280197	0.000 0.000 0.000
item_ammo_pistol_ttt	254.000000 890.000000 328.963013	0.000 180.000 0.000
item_ammo_pistol_ttt	242.000000 890.000000 328.963013	0.000 180.000 0.000
item_ammo_pistol_ttt	230.000000 890.000000 328.963013	0.000 180.000 0.000
item_ammo_pistol_ttt	-42.000000 562.000000 248.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	-30.000000 562.000000 248.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	-16.151600 600.211975 456.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	-36.000000 608.000000 456.279999	0.000 291.500 0.000
item_ammo_pistol_ttt	-30.857300 583.510010 456.279999	0.000 91.000 0.000
item_ammo_pistol_ttt	58.000000 584.000000 384.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	46.000000 584.000000 384.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	298.000000 626.000000 112.279999	0.000 225.000 0.000
item_ammo_pistol_ttt	289.515015 617.515015 112.279999	0.000 225.000 0.000
item_ammo_pistol_ttt	281.028992 609.028992 112.279999	0.000 225.000 0.000
