# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_alps
# Exported by: Bestari
setting:	replacespawns 0
ttt_random_ammo	-724.322876 -263.725555 -258.333618	6.102 -0.374 -7.621
ttt_random_ammo	1344.090942 -346.804321 388.041809	0.191 0.001 0.173
ttt_random_ammo	1334.752319 -350.042908 388.082947	1.546 0.037 1.870
ttt_random_ammo	1482.593262 669.935608 142.211639	5.460 8.046 102.222
ttt_random_ammo	1491.836426 661.105713 137.316879	6.433 0.136 0.821
ttt_random_ammo	83.642387 4762.107910 222.715164	0.124 0.018 0.149
ttt_random_ammo	97.653397 4765.457520 222.713257	0.163 0.018 0.195
ttt_random_ammo	85.130394 4840.437012 222.684891	1.370 0.003 0.995
ttt_random_ammo	94.430786 4840.687500 222.626663	0.791 0.008 0.914
ttt_random_ammo	-46.452164 4657.841309 192.431091	-0.581 -0.235 -0.311
ttt_random_ammo	-55.938667 4659.108887 192.317459	0.047 0.000 -0.035
ttt_random_ammo	-52.934101 4589.544922 192.351212	0.053 0.000 -0.011
ttt_random_ammo	-59.467937 4591.543457 192.346848	0.050 -0.000 0.017
ttt_random_ammo	-1073.682373 1092.975586 134.751556	1.363 -0.437 -4.072
ttt_random_ammo	-1085.342285 1095.376465 134.888321	1.593 0.423 -3.013
ttt_random_ammo	-2000.917358 -107.478333 295.000397	0.850 0.026 1.030
ttt_random_ammo	-2012.821045 -107.559540 294.986847	1.180 0.032 1.428
ttt_random_ammo	-1903.760254 237.109558 290.135040	0.117 -2.237 -0.060
ttt_random_ammo	-1911.206909 240.239685 290.100006	1.055 1.521 -0.051
ttt_random_ammo	-1604.909668 234.792984 294.940735	0.373 0.002 0.406
ttt_random_ammo	-1594.308228 227.210358 294.885651	0.041 0.000 -0.027
ttt_random_ammo	-1502.265869 67.803741 258.752380	-0.153 69.666 89.987
ttt_random_ammo	-1496.103271 40.212650 259.623596	-88.818 -176.459 93.165
ttt_random_ammo	-1953.840942 92.433136 163.453979	0.045 -0.000 0.024
ttt_random_ammo	-1940.944946 98.114288 163.444885	0.045 -0.000 0.029
ttt_random_ammo	-1501.333008 233.501389 128.376373	-0.121 -0.000 0.085
ttt_random_ammo	-1501.460815 220.751068 128.408951	1.677 0.033 2.014
ttt_random_ammo	390.180328 -1252.846436 139.882721	-9.154 -6.519 -97.273
ttt_random_ammo	375.112366 -1252.546631 137.391418	-73.129 146.971 -165.385
ttt_random_ammo	628.989746 -1213.933228 163.917130	-5.747 0.650 -0.342
ttt_random_ammo	641.409363 -1213.852661 164.934082	-4.895 -0.740 1.145
weapon_zm_rifle	-1340.364990 -1837.882568 38.317657	7.630 8.685 95.929
weapon_zm_rifle	997.646912 444.151978 159.278992	3.272 59.267 66.177
weapon_zm_rifle	-71.113724 3738.228760 24.404142	18.773 -6.925 -91.653
weapon_zm_rifle	-2148.959717 107.974640 257.126556	0.288 34.026 -88.627
weapon_zm_mac10	1447.333374 115.636070 198.037079	-1.553 -54.650 -87.845
weapon_zm_mac10	2663.987305 2263.944824 145.856537	-2.117 -35.844 -86.869
weapon_zm_mac10	2660.087646 2239.614746 145.153290	-2.985 35.779 86.821
weapon_zm_mac10	1989.663940 -572.402344 156.812485	-6.394 30.788 87.172
weapon_zm_mac10	1957.832153 -564.237183 155.315460	-4.822 44.930 86.568
item_ammo_357_ttt	-1157.268188 -1244.578979 149.378448	0.431 -0.070 -0.052
item_ammo_357_ttt	-1157.419312 -1275.954834 149.391449	0.435 -0.061 -0.047
item_ammo_357_ttt	-1307.911011 -1827.384766 28.784893	0.093 -0.002 -2.424
item_ammo_357_ttt	-1335.543823 -1822.192017 33.930828	13.190 2.474 -1.122
item_ammo_357_ttt	996.867920 445.789886 160.452713	0.578 -0.185 0.045
item_ammo_357_ttt	-76.963020 3754.599365 25.434431	19.764 -4.629 -2.049
item_ammo_357_ttt	-2160.419434 134.288910 256.312469	0.447 0.075 0.062
item_ammo_357_ttt	-2150.392334 143.128448 256.307617	0.446 0.081 0.064
item_ammo_pistol_ttt	-1366.954834 -1207.214722 108.995880	2.040 -0.200 1.588
item_ammo_pistol_ttt	-1171.245850 -1338.649170 102.736412	-1.091 0.932 -3.356
item_ammo_pistol_ttt	1290.328735 -873.130310 146.630005	4.538 0.378 0.492
item_ammo_pistol_ttt	1845.861328 -1036.555908 178.544144	-4.875 0.009 -5.866
item_ammo_pistol_ttt	1858.108154 -1035.026978 179.281250	-4.984 0.019 -5.867
item_ammo_pistol_ttt	1363.183594 136.213577 195.498489	-0.720 -2.595 -0.753
item_ammo_pistol_ttt	1377.463135 134.893585 198.540344	-88.820 143.238 -145.727
item_ammo_pistol_ttt	2652.158447 1689.197754 155.084320	-3.490 1.148 -2.955
item_ammo_pistol_ttt	2651.714111 1670.984375 158.747742	-85.625 139.115 -143.156
item_ammo_pistol_ttt	2601.375732 1694.255127 151.604385	-5.554 0.767 -4.702
item_ammo_pistol_ttt	2590.031250 1681.617920 151.607513	-6.126 -0.750 -4.657
item_ammo_pistol_ttt	264.698212 4909.744629 192.462006	0.740 5.192 0.001
item_ammo_pistol_ttt	340.907867 4433.214355 192.432602	-0.409 0.471 -0.563
item_ammo_pistol_ttt	334.066376 4433.887695 192.436829	0.456 2.377 0.038
item_ammo_pistol_ttt	-1766.755249 4169.609863 278.612122	-1.582 0.027 0.528
item_ammo_pistol_ttt	-1756.853882 4170.306641 278.672089	-0.731 0.106 0.536
item_ammo_pistol_ttt	-2079.621338 2900.395508 264.352112	-0.128 -0.019 -0.039
item_ammo_pistol_ttt	-2090.737549 2901.905518 264.383575	-0.101 -0.020 -0.030
item_ammo_pistol_ttt	-2007.054321 2933.946289 264.372650	-0.110 -0.019 -0.033
item_ammo_pistol_ttt	-2020.605347 2947.733398 265.596222	-57.317 91.331 -110.914
item_ammo_pistol_ttt	-2048.969482 2952.638916 267.837036	-6.463 132.609 178.760
item_ammo_pistol_ttt	-1681.683472 1351.447754 150.529251	4.596 -0.226 6.448
item_ammo_pistol_ttt	-1723.367676 830.884033 108.670929	-7.286 -2.256 1.590
item_ammo_pistol_ttt	-1709.574341 828.778625 113.204231	-81.523 -175.386 173.069
item_ammo_pistol_ttt	-1083.277100 988.739441 136.567047	-0.794 -0.154 -0.743
item_ammo_pistol_ttt	-1097.768555 988.489868 136.414001	-1.004 0.139 -0.739
item_ammo_pistol_ttt	-808.785034 -305.509216 174.699493	1.999 0.237 0.002
item_ammo_pistol_ttt	-808.148254 -328.551117 174.702560	1.980 0.274 0.017
item_ammo_pistol_ttt	-859.260010 -337.393951 176.401276	2.155 0.275 0.026
item_ammo_pistol_ttt	-857.316772 -301.261658 176.316650	2.178 0.284 0.028
item_ammo_pistol_ttt	-887.054321 -336.699524 177.331268	2.210 0.302 0.032
item_ammo_pistol_ttt	-888.032471 -306.483582 177.425110	2.130 0.269 0.023
weapon_zm_molotov	-1329.009766 -1200.002319 130.069763	-0.991 -1.578 -1.514
weapon_zm_molotov	-1316.602295 -1199.778687 130.097717	-0.713 -1.695 -1.087
weapon_zm_molotov	-1300.186768 -1199.740234 130.083618	-0.853 -1.651 -1.302
weapon_zm_molotov	1885.518311 4150.554199 191.429947	22.908 10.321 95.383
weapon_zm_molotov	1890.249756 4157.687500 192.115768	24.581 -6.399 95.788
weapon_zm_molotov	1890.243652 4142.185547 190.884140	5.900 157.748 79.646
weapon_zm_molotov	1891.477417 4159.230957 192.248764	-68.479 50.690 -83.654
weapon_zm_molotov	1884.168823 4160.876953 192.159470	-56.423 175.162 -96.847
weapon_zm_molotov	1883.384766 4142.358398 193.283234	40.948 -69.925 -76.685
weapon_zm_molotov	1893.150024 4161.955566 193.687958	43.565 31.333 111.371
weapon_zm_molotov	1884.032104 4145.861816 191.615540	-48.506 -12.977 22.093
weapon_zm_molotov	1888.062988 4149.179688 192.930588	0.053 55.223 45.969
weapon_zm_molotov	1778.951904 4660.553711 204.159454	-2.578 -1.238 -1.410
weapon_zm_molotov	1753.939575 4626.195313 204.173645	-2.057 -1.402 -1.125
weapon_zm_molotov	1748.627808 4654.559570 204.152817	-2.822 -1.186 -1.544
weapon_zm_molotov	1774.183838 4627.143066 204.179260	-1.852 -1.448 -1.012
weapon_ttt_confgrenade	1397.528320 127.812904 195.945847	-4.268 -2.127 1.246
weapon_ttt_confgrenade	1493.534058 139.881195 197.440643	-4.913 -2.121 1.642
weapon_ttt_confgrenade	1424.200439 145.358627 196.144577	-5.347 -2.092 1.909
weapon_ttt_confgrenade	953.171570 4106.417480 8.507326	-46.733 73.402 92.871
weapon_ttt_confgrenade	957.188660 4091.753662 9.571038	42.795 -18.837 -102.351
weapon_ttt_confgrenade	961.044189 4085.389160 9.704323	39.481 -136.866 98.460
weapon_ttt_confgrenade	952.707581 4090.669434 7.472069	16.752 -68.233 -34.671
weapon_ttt_confgrenade	954.450806 4098.853027 7.579213	-0.637 13.790 -63.647
weapon_ttt_confgrenade	961.156006 4104.709961 8.585932	-36.590 -171.657 -89.710
weapon_ttt_confgrenade	954.781738 4097.784668 7.485739	-57.019 68.843 2.386
weapon_ttt_confgrenade	963.205505 4088.529785 9.318882	-83.785 121.788 166.088
item_ammo_revolver_ttt	-2287.347412 -884.319519 0.314755	0.447 0.072 0.062
item_ammo_revolver_ttt	-2281.079834 -886.569946 0.415435	1.585 0.758 -0.012
item_ammo_revolver_ttt	-215.909836 220.617599 -315.315887	-3.689 -3.689 29.703
item_ammo_revolver_ttt	1386.351807 4509.802734 148.634598	-5.877 -0.372 7.530
item_ammo_revolver_ttt	-898.720703 467.829285 146.491364	0.626 -0.232 7.643
weapon_zm_shotgun	-834.935120 349.481720 -352.946381	-2.375 2.074 94.633
weapon_zm_shotgun	-2037.007202 -117.800476 -348.202881	-4.807 -7.119 -90.660
weapon_zm_shotgun	1929.204346 4102.420410 150.715912	-3.732 12.759 102.276
weapon_zm_shotgun	426.533386 4650.668457 132.142380	6.741 7.841 84.353
weapon_zm_shotgun	90.938110 4692.881348 223.330261	-0.450 -8.110 -84.204
weapon_zm_shotgun	-2153.488281 -172.104630 129.379410	-0.841 -8.948 -87.343
weapon_zm_sledge	629.855835 -32.910072 -83.590538	2.661 20.587 91.160
weapon_zm_sledge	-902.974487 -1229.136108 99.236137	25.717 -2.659 0.366
weapon_zm_sledge	-931.033508 -1210.634521 107.248795	5.944 11.173 90.514
weapon_zm_sledge	-950.976257 -1178.679443 104.186554	22.581 -3.244 2.350
weapon_zm_revolver	-2291.017334 -898.751343 0.922880	2.219 -22.357 -84.889
weapon_zm_revolver	-224.329742 207.520096 -316.744659	-1.286 -25.077 -85.335
weapon_zm_revolver	1391.800537 4530.996094 152.762650	-7.021 29.299 87.883
weapon_zm_revolver	-902.612549 455.197449 145.592331	-1.619 24.153 93.356
weapon_ttt_glock	-1382.937012 -1204.798706 110.217239	0.198 29.340 92.784
weapon_ttt_glock	1289.946045 -882.308777 147.248016	3.051 31.659 94.370
weapon_ttt_glock	252.870041 4907.468262 193.091278	-0.275 27.587 90.295
weapon_ttt_glock	322.381836 4441.361816 193.073120	0.271 16.888 91.107
weapon_ttt_glock	319.851105 4429.219238 192.526047	23.979 15.762 45.356
weapon_ttt_glock	-819.825562 -303.018402 174.643723	10.025 8.487 18.029
weapon_ttt_glock	-820.446838 -327.409760 175.772125	1.817 31.217 91.977
weapon_zm_pistol	2631.314941 1674.609375 154.918365	-4.119 -31.384 -88.147
weapon_zm_pistol	2609.024414 1685.108521 153.211426	-3.733 -33.471 -87.495
weapon_zm_pistol	-2047.970093 2927.895508 293.730408	0.373 -36.239 -88.450
weapon_zm_pistol	-2012.716675 2928.629150 293.731415	1.096 -37.206 -88.770
weapon_zm_pistol	-848.658508 -304.418854 176.467560	2.183 -38.723 -89.329
weapon_zm_pistol	-847.461304 -332.040039 176.469025	2.021 -38.730 -89.778
weapon_zm_pistol	-879.962524 -303.754486 177.581833	2.104 -38.727 -89.548
weapon_zm_pistol	-876.892944 -333.064087 177.483139	2.072 -38.729 -89.636
