# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_plaza_b7
# Exported by: Bestari
setting:	replacespawns 0
item_box_buckshot_ttt	80.000000 -778.000000 128.000000	0.000 0.000 0.000
item_box_buckshot_ttt	80.000000 -762.000000 128.000000	0.000 0.000 0.000
item_box_buckshot_ttt	80.000000 -746.000000 128.000000	0.000 0.000 0.000
item_box_buckshot_ttt	79.000000 -658.000000 128.000000	0.000 0.000 0.000
item_box_buckshot_ttt	79.000000 -674.000000 128.000000	0.000 0.000 0.000
item_box_buckshot_ttt	79.000000 -690.000000 128.000000	0.000 0.000 0.000
item_box_buckshot_ttt	2604.260010 -991.945007 77.293900	0.000 0.000 0.000
item_box_buckshot_ttt	2599.040039 -967.112976 77.293900	0.000 0.000 0.000
item_box_buckshot_ttt	2601.270020 -940.934021 77.293900	0.000 0.000 0.000
item_box_buckshot_ttt	2617.590088 -970.526978 77.293900	0.000 0.000 0.000
item_box_buckshot_ttt	1100.760010 275.878998 201.294006	0.000 0.000 0.000
item_box_buckshot_ttt	1099.780029 290.096008 201.294006	0.000 0.000 0.000
item_box_buckshot_ttt	1260.170044 175.057007 65.293900	0.000 0.000 0.000
item_box_buckshot_ttt	1245.479980 175.977005 65.293900	0.000 0.000 0.000
item_box_buckshot_ttt	-1759.589966 67.025200 65.293900	0.000 0.000 0.000
item_box_buckshot_ttt	-1742.170044 67.472397 65.293900	0.000 0.000 0.000
item_box_buckshot_ttt	1186.449951 -902.091003 65.293900	0.000 0.000 0.000
item_box_buckshot_ttt	1193.209961 -989.853027 65.293900	0.000 0.000 0.000
ttt_random_ammo	2496.914063 -948.763428 83.512115	89.338 -40.335 90.608
ttt_random_ammo	2395.421387 -483.647430 114.392365	0.710 -0.007 -0.810
ttt_random_ammo	2396.067383 -471.961121 114.327858	0.046 0.000 -0.031
ttt_random_ammo	2405.245117 -469.146484 114.416122	1.650 0.035 1.994
ttt_random_ammo	2556.228760 -473.998016 109.711403	-0.001 0.364 -0.731
ttt_random_ammo	2541.774414 -498.839752 78.758408	-0.000 15.203 90.218
ttt_random_ammo	2552.039307 -492.992615 76.481247	0.178 4.696 0.102
ttt_random_ammo	2536.415039 -494.846313 79.623367	-89.032 156.017 -91.211
ttt_random_ammo	3032.310547 1455.249878 73.314201	-0.033 1.717 -87.777
ttt_random_ammo	3023.441406 1454.547363 74.292336	-87.679 -81.494 97.486
ttt_random_ammo	2042.576172 1346.693481 83.249275	-2.276 -0.381 -0.816
ttt_random_ammo	2056.835205 1371.438354 83.386139	-2.455 -0.236 -0.803
ttt_random_ammo	589.618103 1351.797363 336.333557	-0.046 -0.000 -0.028
ttt_random_ammo	596.654785 1354.694214 336.376404	-0.123 -0.000 0.087
ttt_random_ammo	262.458771 854.555176 232.972229	-0.061 -0.000 0.011
ttt_random_ammo	276.072021 849.734253 232.975677	-0.071 -0.000 0.025
ttt_random_ammo	358.326019 1336.122192 232.924820	-0.044 0.000 0.038
ttt_random_ammo	345.238342 1337.431519 232.954926	0.043 -0.000 0.020
ttt_random_ammo	977.600525 1322.289429 232.916931	0.046 -0.000 0.037
ttt_random_ammo	966.247070 1306.704346 232.936462	-0.041 0.000 0.035
ttt_random_ammo	932.187073 811.481750 232.968704	-0.054 -0.000 0.001
ttt_random_ammo	918.448792 810.861023 232.982376	-0.100 -0.000 0.064
ttt_random_ammo	1155.708252 783.467651 96.922211	-0.045 -0.000 -0.035
ttt_random_ammo	1164.108276 800.313538 96.953209	-0.043 -0.000 -0.021
ttt_random_ammo	387.801514 1204.170288 114.344566	0.048 0.000 -0.019
ttt_random_ammo	261.806793 1202.114746 114.349014	0.050 0.000 -0.014
ttt_random_ammo	639.605164 250.778671 102.381012	0.186 0.001 0.167
ttt_random_ammo	617.559204 237.843445 102.379440	0.167 0.001 0.143
ttt_random_ammo	-309.504120 -811.327881 64.357460	0.057 0.000 0.000
ttt_random_ammo	-318.020325 -820.639771 64.330315	0.045 -0.000 0.029
ttt_random_ammo	-879.956238 -650.089661 96.410583	1.685 0.034 2.028
ttt_random_ammo	-886.413940 -686.616699 96.382057	-0.167 -0.001 0.143
ttt_random_ammo	1182.392334 678.035583 100.943207	0.045 0.000 -0.036
ttt_random_ammo	1177.634644 688.240356 100.968933	0.040 0.000 -0.029
ttt_random_ammo	1136.827759 300.755951 267.053467	0.119 -0.039 0.444
ttt_random_ammo	1144.670776 309.103699 267.064758	-0.158 0.038 0.508
ttt_random_ammo	1014.842712 270.540161 200.339920	0.046 0.000 -0.023
ttt_random_ammo	565.189819 534.410828 237.444794	-0.040 -2.216 0.044
ttt_random_ammo	694.063354 501.675690 267.071808	0.170 0.037 -0.528
ttt_random_ammo	702.115601 517.070007 223.686859	0.189 0.036 -0.560
ttt_random_ammo	1259.954468 361.877533 64.379440	0.166 0.001 0.142
ttt_random_ammo	1266.543213 353.226257 64.361519	0.065 -0.000 -0.010
ttt_random_ammo	1265.246826 345.493256 64.482452	0.035 2.581 -0.354
ttt_random_ammo	1196.501099 364.640320 64.367302	0.081 0.000 0.033
ttt_random_ammo	1192.687500 359.765320 64.372704	0.106 -0.000 -0.066
ttt_random_ammo	1204.338135 367.080719 64.346802	0.049 0.000 -0.017
ttt_random_ammo	1237.477661 -1081.651733 64.365425	0.077 0.000 0.026
ttt_random_ammo	679.774475 -615.884827 200.391800	0.595 -0.005 -0.671
ttt_random_ammo	598.235535 -138.764267 200.478119	1.481 0.148 1.700
ttt_random_ammo	609.844177 -139.846680 200.339966	0.047 0.000 -0.023
ttt_random_ammo	1250.252075 -525.068420 200.395081	1.216 0.018 1.427
ttt_random_ammo	1247.480835 -568.622375 200.349014	0.050 0.000 -0.014
weapon_zm_rifle	262.000000 -1139.000000 132.753006	0.000 0.000 0.000
weapon_zm_rifle	262.000000 -1139.000000 162.753006	0.000 0.000 0.000
weapon_zm_rifle	2160.000000 844.000000 266.000000	0.000 90.000 -90.000
weapon_zm_rifle	824.000000 1106.000000 348.000000	0.000 0.000 0.000
weapon_zm_rifle	720.129028 435.459015 468.958008	0.000 0.000 0.000
weapon_zm_rifle	378.329987 -885.073975 202.957993	0.000 0.000 0.000
weapon_zm_rifle	2305.159912 -637.820984 78.957497	0.000 0.000 0.000
weapon_zm_rifle	1151.119995 -262.243011 202.957993	0.000 0.000 0.000
weapon_zm_rifle	2431.009033 -950.110291 102.528168	1.800 -36.330 67.718
weapon_zm_mac10	194.000000 -1140.000000 144.000000	0.000 0.000 0.000
weapon_zm_mac10	194.000000 -1140.000000 164.000000	0.000 0.000 0.000
weapon_zm_mac10	194.000000 -1140.000000 118.000000	0.000 0.000 0.000
weapon_zm_mac10	1117.479980 551.620972 205.470993	0.000 0.000 0.000
weapon_zm_mac10	2353.889893 -28.475300 81.471199	0.000 0.000 0.000
weapon_zm_mac10	626.594971 -560.351990 243.470993	0.000 0.000 0.000
weapon_zm_mac10	809.427979 -229.126007 205.470993	0.000 0.000 0.000
item_ammo_357_ttt	528.000000 -1016.000000 128.000000	0.000 90.000 0.000
item_ammo_357_ttt	504.000000 -1016.000000 128.000000	0.000 90.000 0.000
item_ammo_357_ttt	480.000000 -1016.000000 128.000000	0.000 90.000 0.000
item_ammo_357_ttt	392.000000 -1016.000000 128.000000	0.000 90.000 0.000
item_ammo_357_ttt	416.000000 -1016.000000 128.000000	0.000 90.000 0.000
item_ammo_357_ttt	440.000000 -1016.000000 128.000000	0.000 90.000 0.000
item_ammo_357_ttt	-348.000000 1088.000000 72.000000	0.000 270.000 0.000
item_ammo_357_ttt	-334.000000 1088.000000 72.000000	0.000 270.000 0.000
item_ammo_357_ttt	-320.000000 1088.000000 72.000000	0.000 270.000 0.000
item_ammo_357_ttt	2329.689941 -663.963013 77.275803	0.000 0.000 0.000
item_ammo_357_ttt	2304.969971 -663.422974 77.275803	0.000 0.000 0.000
item_ammo_357_ttt	732.507202 448.432800 466.338593	0.451 0.064 0.053
item_ammo_357_ttt	720.600647 450.667145 466.338593	0.451 0.064 0.053
item_ammo_357_ttt	2419.151611 -968.680542 103.102165	-2.368 -0.066 0.035
item_ammo_357_ttt	2417.108154 -958.750488 103.150902	-1.961 19.399 -0.961
item_ammo_pistol_ttt	85.000000 -799.000000 67.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	85.000000 -767.000000 67.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	85.000000 -737.000000 67.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	85.000000 -641.000000 67.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	85.000000 -671.000000 67.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	85.000000 -703.000000 67.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-224.000000 1056.000000 72.000000	0.000 270.000 0.000
item_ammo_pistol_ttt	-256.000000 1056.000000 72.000000	0.000 270.000 0.000
item_ammo_pistol_ttt	-288.000000 1056.000000 72.000000	0.000 270.000 0.000
item_ammo_pistol_ttt	2543.669922 -966.077026 77.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	2540.560059 -936.088013 77.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	1100.530029 -467.425995 65.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	1159.750000 -314.459991 201.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	1164.250000 -344.109009 201.279999	0.000 0.000 0.000
weapon_zm_molotov	368.000000 -608.000000 136.000000	0.000 0.000 0.000
weapon_zm_molotov	368.000000 -648.000000 136.000000	0.000 0.000 0.000
weapon_zm_molotov	368.000000 -752.000000 136.000000	0.000 0.000 0.000
weapon_zm_molotov	368.000000 -712.000000 136.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	368.000000 -600.000000 104.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	368.000000 -624.000000 104.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	368.000000 -648.000000 104.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	368.000000 -752.000000 104.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	368.000000 -728.000000 104.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	368.000000 -704.000000 104.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	368.000000 960.000000 240.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	208.000000 1056.000000 240.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	416.000000 1104.000000 240.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	512.000000 1120.000000 240.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	496.000000 800.000000 240.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	624.000000 784.000000 240.000000	0.000 0.000 0.000
item_ammo_revolver_ttt	528.000000 -1008.000000 72.000000	0.000 0.000 0.000
item_ammo_revolver_ttt	488.000000 -1008.000000 72.000000	0.000 0.000 0.000
item_ammo_revolver_ttt	432.000000 -1008.000000 72.000000	0.000 0.000 0.000
item_ammo_revolver_ttt	384.000000 -1008.000000 72.000000	0.000 0.000 0.000
item_ammo_revolver_ttt	964.348999 554.544983 201.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	967.749023 538.661011 201.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	-240.000000 1088.000000 72.000000	0.000 270.000 0.000
item_ammo_revolver_ttt	-224.000000 1088.000000 72.000000	0.000 270.000 0.000
item_ammo_revolver_ttt	-256.000000 1088.000000 72.000000	0.000 270.000 0.000
item_ammo_revolver_ttt	1181.849976 -308.674011 201.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	1185.040039 -341.429993 201.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	-619.517029 34.518200 65.275803	0.000 0.000 0.000
item_ammo_revolver_ttt	-621.346008 66.880203 65.275803	0.000 0.000 0.000
item_ammo_revolver_ttt	1180.670044 -796.213989 65.275803	0.000 0.000 0.000
item_ammo_revolver_ttt	696.966980 -555.577026 65.275803	0.000 0.000 0.000
item_ammo_revolver_ttt	658.185974 -510.949005 65.275803	0.000 0.000 0.000
weapon_zm_shotgun	152.000000 -1140.000000 144.000000	0.000 0.000 0.000
weapon_zm_shotgun	151.000000 -1140.000000 167.000000	0.000 0.000 0.000
weapon_zm_shotgun	294.000000 1218.000000 68.000000	0.000 0.000 0.000
weapon_zm_shotgun	-1749.199951 83.656403 67.488602	0.000 0.000 0.000
weapon_zm_shotgun	-1231.130005 -970.151001 67.488602	0.000 0.000 0.000
weapon_zm_shotgun	2348.090088 -87.829399 79.488602	0.000 0.000 0.000
weapon_zm_shotgun	2347.360107 -65.616402 79.488602	0.000 0.000 0.000
weapon_zm_shotgun	1242.040039 159.214005 67.488602	0.000 0.000 0.000
weapon_zm_shotgun	-549.869995 231.727997 67.488602	0.000 0.000 0.000
weapon_zm_shotgun	13.866300 -986.208984 67.488602	0.000 0.000 0.000
weapon_zm_shotgun	57.821602 1384.229980 74.488602	0.000 0.000 0.000
weapon_zm_shotgun	1120.930054 -530.039978 203.488998	0.000 0.000 0.000
weapon_zm_shotgun	1121.099976 -554.814026 203.488998	0.000 0.000 0.000
weapon_zm_shotgun	1101.229980 -1087.270020 67.488602	0.000 0.000 0.000
weapon_zm_sledge	228.000000 -1137.000000 119.000000	0.000 0.000 -90.000
weapon_zm_sledge	-289.209015 220.737000 32.841099	0.000 0.000 0.000
weapon_zm_sledge	990.794983 336.148987 340.858002	0.000 0.000 0.000
weapon_zm_sledge	-476.339996 -971.614014 68.857803	0.000 0.000 0.000
weapon_zm_sledge	2339.530029 -116.167999 80.857803	0.000 0.000 0.000
weapon_zm_sledge	1236.310059 533.755005 68.857803	0.000 0.000 0.000
weapon_zm_sledge	1140.489990 -206.542999 204.858002	0.000 0.000 0.000
weapon_zm_sledge	1208.000000 -823.000000 69.000000	0.000 0.000 0.000
weapon_zm_sledge	1204.000000 -1104.000000 69.000000	0.000 0.000 0.000
weapon_zm_revolver	231.000000 -1141.000000 144.692001	0.000 0.000 0.000
weapon_zm_revolver	808.000000 -1136.000000 114.998001	0.000 0.000 -90.000
weapon_zm_revolver	3044.000000 272.000000 72.000000	0.000 0.000 0.000
weapon_zm_revolver	2291.790039 -145.820007 78.997902	0.000 0.000 0.000
weapon_zm_revolver	2290.620117 87.454697 78.997902	0.000 0.000 0.000
weapon_zm_revolver	-312.000000 -744.000000 66.000000	0.000 0.000 0.000
weapon_zm_revolver	-1816.000000 -120.000000 66.000000	0.000 0.000 0.000
weapon_zm_revolver	214.000000 262.000000 30.000000	0.000 0.000 0.000
weapon_zm_revolver	-876.517029 -359.127014 98.997902	0.000 0.000 0.000
weapon_zm_revolver	-686.073975 -1008.739990 66.997902	0.000 0.000 0.000
weapon_zm_revolver	995.755005 543.786011 202.998001	0.000 0.000 0.000
weapon_zm_revolver	2349.739990 53.279598 78.997902	0.000 0.000 0.000
weapon_zm_revolver	2353.949951 33.236301 78.997902	0.000 0.000 0.000
weapon_zm_revolver	1172.000000 536.460022 66.997902	0.000 0.000 0.000
weapon_zm_revolver	762.359009 -557.083008 202.998001	0.000 0.000 0.000
weapon_zm_revolver	809.708008 -558.971985 202.998001	0.000 0.000 0.000
weapon_zm_revolver	-610.437988 50.562099 66.997902	0.000 0.000 0.000
weapon_zm_revolver	1095.459961 -811.848022 66.997902	0.000 0.000 0.000
weapon_zm_revolver	714.853027 -534.614014 66.998001	0.000 0.000 0.000
weapon_zm_revolver	683.411987 -494.326996 66.998001	0.000 0.000 0.000
weapon_zm_pistol	808.000000 -848.000000 114.723000	0.000 0.000 -90.000
weapon_zm_pistol	808.000000 -944.000000 114.723000	0.000 0.000 -90.000
weapon_zm_pistol	808.000000 -1040.000000 114.723000	0.000 0.000 -90.000
weapon_zm_pistol	1248.000000 176.000000 208.000000	0.000 0.000 0.000
weapon_zm_pistol	1221.140015 106.336998 66.723198	0.000 0.000 0.000
weapon_zm_pistol	1232.329956 -114.916000 66.723198	0.000 0.000 0.000
weapon_zm_pistol	2795.020020 715.919983 79.874100	0.000 0.000 0.000
weapon_zm_pistol	2347.550049 76.079102 78.723198	0.000 0.000 0.000
weapon_zm_pistol	1602.189941 -446.113007 67.740303	0.000 0.000 0.000
weapon_zm_pistol	1599.439941 617.206970 67.799004	0.000 0.000 0.000
weapon_zm_pistol	1001.539978 1097.130005 338.722992	0.000 0.000 0.000
weapon_zm_pistol	1849.069946 -1019.419983 74.723198	0.000 0.000 0.000
weapon_zm_pistol	977.893982 -1016.450012 202.723007	0.000 0.000 0.000
weapon_zm_pistol	-646.512024 -426.257996 66.723198	0.000 0.000 0.000
weapon_zm_pistol	-807.655029 -219.393005 66.723198	0.000 0.000 0.000
weapon_zm_pistol	-1745.780029 118.039001 66.723198	0.000 0.000 0.000
